Station,Year,Month,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm)
Pasir Panjang,2020,3,9,0.0,28.5,31.7,26.3,18.0,31.7,0.0,0.0,0.0
Pasir Panjang,2020,3,10,0.0,29.1,32.5,26.8,17.6,38.5,0.0,0.0,0.0
Pasir Panjang,2020,3,11,6.2,28.8,32.2,26.4,21.6,46.1,6.2,6.2,6.2
Pasir Panjang,2020,3,12,0.0,29.1,33.4,26.6,24.8,52.6,0.0,0.0,0.0
Pasir Panjang,2020,3,13,0.0,29.2,32.7,26.7,20.2,42.1,0.0,0.0,0.0
Pasir Panjang,2020,3,14,0.0,29.6,33.7,27.3,20.2,43.6,0.0,0.0,0.0
Pasir Panjang,2020,3,15,0.0,29.6,33.1,27.4,21.6,47.9,0.0,0.0,0.0
Pasir Panjang,2020,3,16,0.2,29.1,32.0,27.4,22.7,50.4,0.2,0.2,0.2
Pasir Panjang,2020,3,17,0.0,29.2,33.3,26.5,23.4,46.1,0.0,0.0,0.0
Pasir Panjang,2020,3,18,0.2,28.6,32.9,26.3,22.3,51.5,0.2,0.2,0.2
Pasir Panjang,2020,3,19,0.0,28.6,32.2,26.5,20.2,39.2,0.0,0.0,0.0
Pasir Panjang,2020,3,20,0.0,28.7,31.2,26.8,19.8,41.8,0.0,0.0,0.0
Pasir Panjang,2020,3,21,3.8,28.5,31.6,26.5,20.2,42.8,3.4,3.6,3.8
Pasir Panjang,2020,3,22,16.2,27.9,31.5,24.4,19.4,48.2,13.0,14.2,16.2
Pasir Panjang,2020,3,23,43.0,26.8,29.4,23.9,19.1,43.9,33.6,41.2,42.4
Pasir Panjang,2020,3,24,0.0,28.4,32.6,25.7,20.5,40.3,0.0,0.0,0.0
Pasir Panjang,2020,3,25,0.0,28.9,31.6,26.8,18.7,40.3,0.0,0.0,0.0
Pasir Panjang,2020,3,26,0.0,29.4,33.0,26.9,20.5,42.8,0.0,0.0,0.0
Pasir Panjang,2020,3,27,29.4,28.5,32.0,24.7,19.8,57.6,19.0,24.2,25.4
Pasir Panjang,2020,3,28,0.0,29.1,32.4,26.9,18.4,38.5,0.0,0.0,0.0
Pasir Panjang,2020,3,29,0.0,29.3,33.3,26.9,22.7,49.7,0.0,0.0,0.0
Pasir Panjang,2020,3,30,0.0,29.2,33.1,26.8,19.8,44.6,0.0,0.0,0.0
Pasir Panjang,2020,3,31,0.0,29.6,32.3,27.4,19.4,42.8,0.0,0.0,0.0
Pasir Panjang,2020,4,1,6.8,29.4,32.5,27.0,18.0,53.7,6.8,6.8,6.8
Pasir Panjang,2020,4,2,1.0,28.8,32.9,26.7,20.8,56.5,1.0,1.0,1.0
Pasir Panjang,2020,4,3,56.4,28.5,32.3,24.0,19.1,53.0,35.0,48.0,55.0
Pasir Panjang,2020,4,4,0.0,29.7,33.2,27.5,20.9,41.9,0.0,0.0,0.0
Pasir Panjang,2020,4,5,7.6,28.4,31.7,26.0,21.4,56.1,7.4,7.4,7.4
Pasir Panjang,2020,4,6,6.6,28.0,31.0,24.9,19.6,49.6,6.4,6.6,6.6
Pasir Panjang,2020,4,7,39.2,27.5,30.7,24.1,18.4,51.5,21.4,26.2,34.2
Pasir Panjang,2020,4,8,0.0,28.6,31.7,26.9,19.5,38.5,0.0,0.0,0.0
Pasir Panjang,2020,4,9,0.0,29.3,33.0,26.7,19.9,46.9,0.0,0.0,0.0
Pasir Panjang,2020,4,10,0.0,29.3,32.0,26.7,18.9,35.2,0.0,0.0,0.0
Pasir Panjang,2020,4,11,0.0,29.2,33.0,27.4,19.3,35.9,0.0,0.0,0.0
Pasir Panjang,2020,4,12,4.2,29.1,32.1,25.5,20.8,62.2,3.6,4.2,4.2
Pasir Panjang,2020,4,13,5.8,28.4,32.7,25.6,20.1,42.8,3.8,3.8,3.8
Pasir Panjang,2020,4,14,0.0,29.4,32.8,27.1,21.2,45.0,0.0,0.0,0.0
Pasir Panjang,2020,4,15,0.0,29.9,33.6,27.2,21.3,40.4,0.0,0.0,0.0
Pasir Panjang,2020,4,16,0.0,30.0,33.8,27.5,20.2,41.1,0.0,0.0,0.0
Pasir Panjang,2020,4,17,0.0,30.1,32.9,27.9,18.6,36.3,0.0,0.0,0.0
Pasir Panjang,2020,4,18,0.0,29.9,32.8,27.8,20.2,40.0,0.0,0.0,0.0
Pasir Panjang,2020,4,19,0.0,30.6,33.5,28.4,17.8,36.3,0.0,0.0,0.0
Pasir Panjang,2020,4,20,0.0,30.6,34.2,28.0,18.6,37.4,0.0,0.0,0.0
Pasir Panjang,2020,4,21,0.0,29.7,31.6,27.5,18.9,58.3,0.0,0.0,0.0
Pasir Panjang,2020,4,22,0.0,30.4,34.1,28.0,19.5,37.8,0.0,0.0,0.0
Pasir Panjang,2020,4,23,3.6,29.1,32.5,26.8,19.9,44.6,3.6,3.6,3.6
Pasir Panjang,2020,4,24,16.4,27.7,31.9,24.8,20.6,60.7,9.4,9.6,9.6
Pasir Panjang,2020,4,25,21.0,27.7,31.7,25.0,19.1,39.3,18.6,20.6,20.8
Pasir Panjang,2020,4,26,2.0,27.7,29.9,26.4,22.1,40.7,2.0,2.0,2.0
Pasir Panjang,2020,4,27,2.2,27.5,29.5,25.6,20.7,64.4,1.0,1.2,2.2
Pasir Panjang,2020,4,28,,28.8,31.6,26.5,21.3,47.2,0.0,0.0,0.0
Pasir Panjang,2020,4,29,,28.3,30.8,23.0,18.7,61.1,26.4,32.2,33.4
Pasir Panjang,2020,4,30,12.4,27.6,30.1,25.9,22.3,50.7,4.6,6.6,10.0
Pasir Panjang,2020,5,1,28.8,27.5,30.1,25.3,19.3,58.7,10.2,15.0,16.4
Pasir Panjang,2020,5,2,0.0,28.9,31.3,26.5,20.9,45.7,0.0,0.0,0.8
Pasir Panjang,2020,5,3,0.2,28.9,31.8,26.1,20.5,55.0,0.2,0.2,0.2
Pasir Panjang,2020,5,4,16.6,28.2,30.0,25.4,20.4,38.5,10.4,15.0,15.8
Pasir Panjang,2020,5,5,0.0,29.0,32.4,26.8,20.7,45.4,0.0,0.0,0.0
Pasir Panjang,2020,5,6,22.4,28.5,30.2,24.2,18.5,63.3,17.2,22.0,22.4
Pasir Panjang,2020,5,7,0.0,30.1,32.6,28.7,16.3,43.5,0.0,0.0,0.0
Pasir Panjang,2020,5,8,17.0,29.1,31.4,25.1,15.7,66.7,9.2,13.2,15.4
Pasir Panjang,2020,5,9,0.0,30.6,32.8,28.8,12.0,37.4,0.0,0.0,0.0
Pasir Panjang,2020,5,10,0.0,30.0,32.2,28.8,13.0,35.6,0.0,0.0,0.0
Pasir Panjang,2020,5,11,2.6,29.4,31.2,26.4,13.8,35.6,2.4,2.4,2.4
Pasir Panjang,2020,5,12,0.0,30.4,32.6,29.1,13.2,34.6,0.0,0.0,0.0
Pasir Panjang,2020,5,13,7.6,28.5,30.5,25.3,20.0,75.2,5.2,5.6,7.6
Pasir Panjang,2020,5,14,0.0,29.2,32.1,27.1,19.4,36.7,0.0,0.0,0.0
Pasir Panjang,2020,5,15,0.0,29.8,32.4,28.1,16.5,36.7,0.0,0.0,0.0
Pasir Panjang,2020,5,16,0.0,30.3,32.7,29.3,10.8,31.7,0.0,0.0,0.0
Pasir Panjang,2020,5,17,63.8,28.7,31.6,24.7,17.7,84.6,38.0,49.8,49.8
Pasir Panjang,2020,5,18,1.2,29.2,31.5,26.3,14.5,43.9,0.8,1.6,3.0
Pasir Panjang,2020,5,19,0.0,30.5,32.6,29.1,13.0,32.4,0.0,0.0,0.0
Pasir Panjang,2020,5,20,19.8,28.7,31.3,23.9,17.0,62.6,17.6,18.8,19.0
Pasir Panjang,2020,5,21,0.0,29.6,32.0,27.8,20.8,52.2,0.0,0.0,0.0
Pasir Panjang,2020,5,22,39.0,28.3,33.0,24.4,20.6,65.2,17.2,25.4,28.6
Pasir Panjang,2020,5,23,0.2,27.9,29.7,25.5,16.8,39.6,0.2,0.2,0.2
Pasir Panjang,2020,5,24,0.0,29.8,32.4,27.8,16.6,34.3,0.0,0.0,0.0
Pasir Panjang,2020,5,25,0.0,30.1,32.9,28.2,16.3,42.4,0.0,0.0,0.0
Pasir Panjang,2020,5,26,0.4,29.8,32.5,28.4,18.0,60.7,0.2,0.4,0.4
Pasir Panjang,2020,5,27,2.4,28.7,31.4,27.2,18.3,58.7,0.8,1.2,1.4
Pasir Panjang,2020,5,28,0.2,29.7,32.0,27.4,13.6,35.9,0.2,0.2,0.2
Pasir Panjang,2020,5,29,0.2,29.2,31.5,27.6,16.3,51.5,0.2,0.2,0.2
Pasir Panjang,2020,5,30,0.0,29.0,32.0,27.4,19.7,56.5,0.0,0.0,0.0
Pasir Panjang,2020,5,31,0.0,29.1,31.5,27.7,19.7,46.5,0.0,0.0,0.0
Pasir Panjang,2020,6,1,0.8,27.8,29.5,25.9,17.7,45.4,0.6,,
Pasir Panjang,2020,6,2,0.0,29.4,31.3,26.8,15.5,36.3,0.0,,
Pasir Panjang,2020,6,3,0.0,29.8,31.6,28.9,10.7,28.5,0.0,0.0,0.0
Pasir Panjang,2020,6,4,3.2,28.7,31.4,25.5,16.1,46.1,1.6,1.8,2.0
Pasir Panjang,2020,6,5,0.0,28.5,30.3,26.8,13.3,45.4,,,
Pasir Panjang,2020,6,6,3.4,28.0,29.4,25.1,14.9,43.2,,,
Pasir Panjang,2020,6,7,0.0,29.8,31.8,28.9,12.0,30.9,0.0,0.0,0.0
Pasir Panjang,2020,6,8,7.6,30.0,32.8,26.4,14.8,32.8,5.0,7.4,7.4
Pasir Panjang,2020,6,9,0.0,30.4,32.7,28.9,11.3,30.9,0.0,0.0,0.0
Pasir Panjang,2020,6,10,0.4,30.0,32.4,27.7,11.9,42.8,0.4,0.4,0.4
Pasir Panjang,2020,6,11,0.0,29.7,32.1,27.5,14.9,31.3,0.0,0.0,0.0
Pasir Panjang,2020,6,12,8.2,29.1,30.1,26.5,14.3,41.5,6.4,7.8,8.2
Pasir Panjang,2020,6,13,17.2,26.9,28.7,24.4,15.9,61.9,8.4,11.6,11.8
Pasir Panjang,2020,6,14,0.0,28.6,31.7,26.3,15.1,46.9,0.0,0.0,0.0
Pasir Panjang,2020,6,15,4.8,29.9,31.8,27.6,10.4,39.6,4.8,4.8,4.8
Pasir Panjang,2020,6,16,4.4,28.5,30.9,26.6,17.4,51.5,2.6,2.6,2.6
Pasir Panjang,2020,6,17,27.6,27.2,28.9,24.7,18.7,38.2,11.8,14.8,26.6
Pasir Panjang,2020,6,18,56.0,27.6,29.8,24.5,16.1,38.9,27.8,49.8,54.6
Pasir Panjang,2020,6,19,3.2,28.1,30.5,25.9,15.7,46.5,1.2,1.8,2.4
Pasir Panjang,2020,6,20,41.4,26.8,29.1,24.4,14.5,40.0,15.2,18.2,21.2
Pasir Panjang,2020,6,21,31.6,26.8,28.1,24.7,13.8,35.6,9.2,10.2,15.4
Pasir Panjang,2020,6,22,12.6,27.6,28.8,24.2,14.1,76.7,10.0,10.6,11.2
Pasir Panjang,2020,6,23,53.8,26.8,28.3,23.2,12.7,59.8,12.0,14.0,26.6
Pasir Panjang,2020,6,24,7.4,27.3,27.9,25.5,10.5,38.2,3.0,3.2,4.6
Pasir Panjang,2020,6,25,0.0,28.5,30.5,26.4,13.6,42.0,0.0,0.0,0.0
Pasir Panjang,2020,6,26,0.0,29.2,31.1,27.8,11.6,39.3,0.0,0.0,0.0
Pasir Panjang,2020,6,27,0.0,29.3,31.2,28.5,10.9,30.9,0.0,0.0,0.0
Pasir Panjang,2020,6,28,0.0,29.4,31.8,28.0,9.9,39.6,0.0,0.0,0.0
Pasir Panjang,2020,6,29,2.0,29.6,31.6,28.3,10.4,32.4,2.0,2.0,2.0
Pasir Panjang,2020,6,30,0.0,29.7,32.1,28.3,10.5,29.4,0.0,0.0,0.0
Pasir Panjang,2020,7,1,0.0,29.2,30.5,28.4,10.9,41.5,0.0,0.0,0.0
Pasir Panjang,2020,7,2,0.0,29.4,31.4,28.3,10.0,29.4,0.0,0.0,0.0
Pasir Panjang,2020,7,3,0.0,29.6,32.1,28.6,10.2,29.4,0.0,0.0,0.0
Pasir Panjang,2020,7,4,0.0,28.8,31.6,24.3,13.5,55.0,0.0,0.0,0.0
Pasir Panjang,2020,7,5,28.6,28.2,31.0,23.1,15.4,53.7,28.6,28.6,28.6
Pasir Panjang,2020,7,6,0.8,29.2,31.6,27.2,13.4,36.7,0.8,0.8,0.8
Pasir Panjang,2020,7,7,0.4,28.3,30.1,26.9,12.5,38.5,0.4,0.4,0.4
Pasir Panjang,2020,7,8,8.0,27.6,28.8,25.8,15.3,43.2,4.4,4.4,4.4
Pasir Panjang,2020,7,9,61.4,26.1,27.6,22.9,18.0,54.8,16.0,28.8,32.2
Pasir Panjang,2020,7,10,0.0,27.6,29.6,25.6,15.3,35.0,0.0,0.0,0.0
Pasir Panjang,2020,7,11,1.4,28.2,29.2,25.5,13.3,32.4,0.6,0.8,0.8
Pasir Panjang,2020,7,12,5.0,28.5,30.4,25.1,12.5,44.6,5.0,5.0,5.0
Pasir Panjang,2020,7,13,29.6,26.5,28.9,24.0,17.9,53.7,13.6,20.6,25.2
Pasir Panjang,2020,7,14,0.0,27.1,28.2,26.2,14.5,38.2,0.0,0.0,0.0
Pasir Panjang,2020,7,15,0.0,27.9,29.1,26.9,13.5,43.2,0.0,0.0,0.0
Pasir Panjang,2020,7,16,0.0,28.7,31.1,27.3,14.5,44.3,,,
Pasir Panjang,2020,7,17,0.0,28.9,31.1,27.0,17.3,45.7,0.0,0.0,0.0
Pasir Panjang,2020,7,18,1.2,28.5,31.1,26.7,15.6,39.3,1.2,1.2,1.2
Pasir Panjang,2020,7,19,0.0,28.6,31.2,26.5,15.2,37.8,0.0,0.0,0.0
Pasir Panjang,2020,7,20,0.0,29.2,31.7,27.9,13.7,35.9,0.0,0.0,0.0
Pasir Panjang,2020,7,21,0.0,29.2,31.4,28.1,13.2,37.8,0.0,0.0,0.0
Pasir Panjang,2020,7,22,0.0,28.4,30.0,25.9,14.5,38.5,0.0,0.0,0.0
Pasir Panjang,2020,7,23,2.8,27.9,29.4,25.9,16.8,40.7,1.8,1.8,2.0
Pasir Panjang,2020,7,24,0.2,28.1,30.0,26.7,14.2,40.7,0.2,0.2,0.2
Pasir Panjang,2020,7,25,33.6,27.1,29.7,24.3,15.3,39.6,28.0,30.4,30.4
Pasir Panjang,2020,7,26,0.6,28.1,30.6,26.0,13.0,35.9,0.4,0.6,0.6
Pasir Panjang,2020,7,27,15.6,27.5,29.4,25.1,13.5,51.9,4.4,6.0,7.4
Pasir Panjang,2020,7,28,0.6,28.6,30.2,27.2,12.0,40.0,0.6,0.6,0.6
Pasir Panjang,2020,7,29,10.4,26.7,28.1,24.7,15.2,44.3,2.8,4.4,6.4
Pasir Panjang,2020,7,30,0.0,28.5,31.5,26.4,14.9,35.2,0.0,0.0,0.0
Pasir Panjang,2020,7,31,0.8,28.2,30.0,24.9,14.9,44.6,0.8,0.8,0.8
Pasir Panjang,2020,8,1,0.2,28.6,30.7,26.0,11.4,36.7,0.2,0.2,0.2
Pasir Panjang,2020,8,2,0.0,29.1,31.2,28.1,11.4,38.5,0.0,0.0,0.0
Pasir Panjang,2020,8,3,0.0,29.5,32.1,28.0,11.6,29.4,0.0,0.0,0.0
Pasir Panjang,2020,8,4,20.2,27.7,29.2,23.6,15.8,65.6,18.2,20.0,20.0
Pasir Panjang,2020,8,5,0.0,28.8,31.5,27.6,11.9,41.5,0.0,0.0,0.0
Pasir Panjang,2020,8,6,0.0,29.3,31.5,28.3,12.1,26.7,0.0,0.0,0.0
Pasir Panjang,2020,8,7,0.0,29.6,31.8,28.1,11.9,32.8,0.0,0.0,0.0
Pasir Panjang,2020,8,8,0.0,29.9,32.8,28.3,12.2,32.0,0.0,0.0,0.0
Pasir Panjang,2020,8,9,0.0,29.9,32.7,28.6,11.8,29.4,0.0,0.0,0.0
Pasir Panjang,2020,8,10,0.0,30.0,32.7,28.6,11.6,33.9,0.0,0.0,0.0
Pasir Panjang,2020,8,11,0.0,30.0,32.6,28.8,11.5,36.7,0.0,0.0,0.0
Pasir Panjang,2020,8,12,1.6,28.4,31.0,24.1,15.6,48.2,1.2,1.2,1.2
Pasir Panjang,2020,8,13,6.2,28.6,31.7,25.5,13.5,43.9,2.8,4.0,5.4
Pasir Panjang,2020,8,14,12.6,26.5,29.2,23.1,18.0,52.6,4.6,7.4,10.6
Pasir Panjang,2020,8,15,0.0,28.1,30.5,25.8,16.3,43.9,0.0,0.0,0.0
Pasir Panjang,2020,8,16,1.4,28.0,29.4,24.2,12.1,56.5,1.2,1.4,1.4
Pasir Panjang,2020,8,17,65.4,27.2,30.5,24.0,16.5,45.4,24.0,27.2,31.2
Pasir Panjang,2020,8,18,1.2,27.6,28.6,26.0,13.4,31.7,0.6,0.6,0.8
Pasir Panjang,2020,8,19,0.0,28.4,30.3,26.3,15.1,43.5,0.0,0.0,0.0
Pasir Panjang,2020,8,20,0.4,28.3,30.7,26.3,13.9,39.3,0.4,0.4,0.4
Pasir Panjang,2020,8,21,0.0,29.5,32.1,28.0,12.3,45.0,0.0,0.0,0.0
Pasir Panjang,2020,8,22,14.2,28.2,31.5,23.5,13.9,59.4,12.0,14.2,14.2
Pasir Panjang,2020,8,23,12.4,26.3,28.1,23.8,16.5,33.2,6.2,7.2,10.6
Pasir Panjang,2020,8,24,0.2,28.5,32.1,25.5,15.9,38.9,0.2,0.2,0.2
Pasir Panjang,2020,8,25,0.2,28.1,30.3,27.1,14.0,31.3,0.2,0.2,0.2
Pasir Panjang,2020,8,26,2.2,27.5,30.2,25.9,11.9,39.3,2.2,2.2,2.2
Pasir Panjang,2020,8,27,0.0,28.1,30.0,27.2,12.1,42.0,0.0,0.0,0.0
Pasir Panjang,2020,8,28,0.2,29.2,30.9,28.1,10.8,40.0,0.2,0.2,0.2
Pasir Panjang,2020,8,29,6.2,27.9,29.9,26.3,12.4,33.2,3.6,4.4,4.8
Pasir Panjang,2020,8,30,0.0,28.9,31.4,27.6,11.0,30.9,0.0,0.0,0.0
Pasir Panjang,2020,8,31,0.0,29.3,31.4,28.1,10.8,40.0,0.0,0.0,0.0
Pasir Panjang,2020,9,1,10.0,29.0,31.3,25.7,11.5,35.0,10.0,10.0,10.0
Pasir Panjang,2020,9,2,0.0,28.9,30.9,28.1,11.4,42.4,0.0,0.0,0.0
Pasir Panjang,2020,9,3,47.8,27.3,29.2,23.5,13.2,40.7,23.8,35.0,36.6
Pasir Panjang,2020,9,4,8.6,27.6,29.7,26.4,13.8,47.2,4.6,6.2,7.8
Pasir Panjang,2020,9,5,19.0,26.2,27.1,25.0,15.6,36.7,2.0,4.0,6.4
Pasir Panjang,2020,9,6,2.0,27.1,29.5,25.5,14.2,42.8,1.4,1.8,1.8
Pasir Panjang,2020,9,7,0.0,28.7,31.7,26.2,13.4,36.7,0.0,0.0,0.0
Pasir Panjang,2020,9,8,0.0,28.5,30.7,26.9,10.3,32.8,0.0,0.0,0.0
Pasir Panjang,2020,9,9,0.0,28.6,30.8,27.2,8.9,31.3,0.0,0.0,0.0
Pasir Panjang,2020,9,10,37.4,27.0,28.3,23.1,12.4,72.8,21.2,25.0,34.0
Pasir Panjang,2020,9,11,21.4,27.7,30.3,24.3,9.0,46.9,16.4,17.4,18.8
Pasir Panjang,2020,9,12,11.2,26.6,28.4,24.5,8.4,43.2,4.0,5.8,7.0
Pasir Panjang,2020,9,13,33.6,25.2,27.1,23.0,8.5,49.3,13.4,19.4,22.0
Pasir Panjang,2020,9,14,33.4,25.9,28.6,23.3,8.1,38.5,28.2,31.8,33.0
Pasir Panjang,2020,9,15,0.0,27.6,30.1,25.4,8.2,24.8,0.0,0.0,0.0
Pasir Panjang,2020,9,16,8.0,26.8,29.0,22.6,13.1,88.5,2.0,3.0,4.6
Pasir Panjang,2020,9,17,1.8,28.0,30.5,26.4,9.3,34.6,1.6,1.8,1.8
Pasir Panjang,2020,9,18,0.0,28.9,31.5,26.7,10.2,29.1,0.2,1.8,1.8
Pasir Panjang,2020,9,19,2.0,28.1,32.5,24.3,11.0,61.5,2.0,2.0,2.0
Pasir Panjang,2020,9,20,0.2,29.2,32.5,27.8,9.0,24.1,0.2,0.2,0.2
Pasir Panjang,2020,9,21,15.8,26.6,28.4,24.2,8.9,40.7,13.8,14.2,14.6
Pasir Panjang,2020,9,22,0.0,27.9,30.2,26.4,9.6,30.6,0.0,0.0,0.0
Pasir Panjang,2020,9,23,0.0,28.8,31.1,26.9,8.1,31.7,0.0,0.0,0.0
Pasir Panjang,2020,9,24,3.6,28.3,30.3,24.6,12.7,67.6,3.6,3.6,3.6
Pasir Panjang,2020,9,25,43.6,28.8,31.9,23.3,9.4,55.4,25.6,42.0,43.6
Pasir Panjang,2020,9,26,48.2,25.9,27.9,22.9,14.5,41.5,25.2,47.2,70.2
Pasir Panjang,2020,9,27,4.6,26.7,28.3,24.1,14.1,39.6,2.0,3.2,4.4
Pasir Panjang,2020,9,28,0.0,28.5,31.2,27.3,9.8,35.0,0.0,0.0,0.0
Pasir Panjang,2020,9,29,2.0,27.6,28.8,25.1,8.9,37.8,2.0,2.0,2.0
Pasir Panjang,2020,9,30,6.8,28.0,31.2,25.6,8.4,39.6,5.8,5.8,5.8
Pasir Panjang,2020,10,1,9.6,26.9,28.4,24.4,7.2,37.0,8.4,8.6,8.6
Pasir Panjang,2020,10,2,6.4,27.8,30.6,23.9,10.5,43.9,5.2,6.4,6.4
Pasir Panjang,2020,10,3,3.6,27.5,30.0,24.3,16.3,56.5,1.8,6.6,8.6
Pasir Panjang,2020,10,4,0.0,28.8,29.9,28.3,9.1,30.9,0.0,0.0,0.0
Pasir Panjang,2020,10,5,0.0,28.9,31.2,27.5,8.2,26.3,0.0,0.0,0.0
Pasir Panjang,2020,10,6,0.6,28.6,30.4,27.1,9.1,36.3,0.6,0.6,0.6
Pasir Panjang,2020,10,7,5.6,27.9,30.7,25.4,14.3,58.7,5.4,5.4,5.4
Pasir Panjang,2020,10,8,35.0,27.2,30.2,24.0,19.1,74.5,12.6,19.8,25.6
Pasir Panjang,2020,10,9,0.0,28.1,28.8,26.9,13.0,48.5,0.0,0.0,0.0
Pasir Panjang,2020,10,10,8.4,27.9,29.1,23.2,12.2,87.4,5.6,7.4,8.2
Pasir Panjang,2020,10,11,2.0,27.6,30.1,24.5,15.0,77.4,1.2,1.6,1.8
Pasir Panjang,2020,10,12,0.0,28.4,30.0,27.0,11.1,40.7,0.0,0.0,0.0
Pasir Panjang,2020,10,13,0.0,29.1,31.8,27.6,9.9,35.2,0.0,0.0,0.0
Pasir Panjang,2020,10,14,3.0,28.9,31.0,24.9,9.0,73.5,2.6,2.8,3.0
Pasir Panjang,2020,10,15,0.6,28.8,31.7,25.7,12.9,72.0,0.6,0.6,0.6
Pasir Panjang,2020,10,16,0.4,29.0,32.1,25.7,9.8,71.7,0.4,0.4,0.4
Pasir Panjang,2020,10,17,0.0,29.8,32.4,28.2,9.4,28.9,0.0,0.0,0.0
Pasir Panjang,2020,10,18,0.0,28.6,31.0,25.1,9.4,26.3,0.0,0.0,0.0
Pasir Panjang,2020,10,19,0.2,28.6,30.9,25.4,9.5,53.3,0.2,0.2,0.2
Pasir Panjang,2020,10,20,0.8,28.4,30.2,27.1,7.0,34.3,0.6,0.6,0.6
Pasir Panjang,2020,10,21,0.2,28.8,31.7,25.9,10.3,43.2,0.2,0.2,0.2
Pasir Panjang,2020,10,22,8.0,27.3,29.5,23.6,18.8,70.6,2.0,3.2,4.6
Pasir Panjang,2020,10,23,0.0,29.0,31.3,27.8,13.3,35.0,0.0,0.0,0.0
Pasir Panjang,2020,10,24,13.8,28.0,29.5,24.2,7.0,30.9,13.4,13.8,13.8
Pasir Panjang,2020,10,25,1.8,28.2,30.8,24.6,13.9,50.0,1.6,1.6,1.6
Pasir Panjang,2020,10,26,6.2,27.7,29.2,24.9,11.0,65.9,2.6,2.8,3.0
Pasir Panjang,2020,10,27,0.0,29.5,31.6,28.0,12.5,47.2,0.0,0.0,0.0
Pasir Panjang,2020,10,28,2.0,28.3,29.5,26.0,7.6,29.4,2.0,2.0,2.0
Pasir Panjang,2020,10,29,0.0,28.7,30.6,27.7,9.1,32.8,0.0,0.0,0.0
Pasir Panjang,2020,10,30,0.0,28.9,31.6,26.7,8.4,23.7,0.0,0.0,0.0
Pasir Panjang,2020,10,31,20.4,27.6,31.8,24.4,8.2,40.4,8.8,13.2,14.4
Pasir Panjang,2020,11,1,0.0,28.0,30.2,25.8,13.5,41.9,0.0,0.0,0.0
Pasir Panjang,2020,11,2,0.0,27.9,32.2,25.1,10.1,46.5,0.0,0.0,0.0
Pasir Panjang,2020,11,3,0.6,27.9,29.0,26.8,7.2,23.3,0.4,0.4,0.4
Pasir Panjang,2020,11,4,36.4,25.9,27.6,23.0,9.1,69.1,19.4,25.6,28.8
Pasir Panjang,2020,11,5,0.0,28.1,32.1,25.5,7.7,21.7,0.0,0.0,0.0
Pasir Panjang,2020,11,6,0.0,29.0,31.1,27.7,8.1,24.8,0.0,0.0,0.0
Pasir Panjang,2020,11,7,1.8,26.4,29.0,24.3,8.2,54.4,0.6,0.6,0.8
Pasir Panjang,2020,11,8,2.2,26.8,29.0,24.6,9.1,37.0,0.8,1.2,1.2
Pasir Panjang,2020,11,9,3.2,26.9,28.8,24.2,8.7,46.1,3.0,3.0,3.0
Pasir Panjang,2020,11,10,0.0,27.5,29.3,25.1,6.6,35.6,0.0,0.0,0.0
Pasir Panjang,2020,11,11,0.0,28.7,30.8,26.6,8.4,26.3,0.0,0.0,0.0
Pasir Panjang,2020,11,12,0.0,29.9,33.4,28.0,11.2,29.1,0.0,0.0,0.0
Pasir Panjang,2020,11,13,9.2,29.3,32.8,27.4,9.3,34.3,9.0,9.2,9.2
Pasir Panjang,2020,11,14,4.4,28.5,31.6,26.4,8.4,27.8,4.4,4.4,4.4
Pasir Panjang,2020,11,15,15.4,27.6,31.0,25.0,9.2,37.8,7.4,9.2,10.8
Pasir Panjang,2020,11,16,6.2,28.1,32.3,25.0,12.3,41.5,2.2,4.0,5.6
Pasir Panjang,2020,11,17,0.0,27.4,31.1,26.1,8.2,37.8,0.0,0.0,0.0
Pasir Panjang,2020,11,18,0.0,28.1,31.4,25.6,8.5,21.7,0.0,0.0,0.0
Pasir Panjang,2020,11,19,15.0,27.7,30.7,25.0,7.7,38.9,10.0,10.0,10.0
Pasir Panjang,2020,11,20,12.2,27.6,31.3,24.7,7.5,68.0,11.8,11.8,11.8
Pasir Panjang,2020,11,21,49.4,26.5,30.8,23.5,9.1,37.0,29.0,39.4,40.6
Pasir Panjang,2020,11,22,13.2,26.4,30.5,23.8,9.1,53.7,8.6,10.4,11.2
Pasir Panjang,2020,11,23,31.0,25.9,28.7,23.2,9.5,48.9,13.0,21.4,29.8
Pasir Panjang,2020,11,24,0.2,26.1,27.9,25.2,9.4,25.6,0.2,0.2,0.2
Pasir Panjang,2020,11,25,0.0,26.6,29.5,24.8,8.0,22.0,0.0,0.0,0.0
Pasir Panjang,2020,11,26,2.2,26.3,27.6,25.6,7.4,18.7,0.6,1.0,1.8
Pasir Panjang,2020,11,27,0.2,27.7,30.5,25.6,7.7,20.9,0.2,0.2,0.2
Pasir Panjang,2020,11,28,1.4,26.7,28.4,24.2,8.0,32.4,1.4,1.4,1.4
Pasir Panjang,2020,11,29,0.0,27.9,30.8,25.4,9.9,25.9,0.0,0.0,0.0
Pasir Panjang,2020,11,30,2.2,28.0,31.1,26.7,7.4,49.3,2.2,2.2,2.2
